run_id,insName,jobCount,stageCount,machinesPerStage,timelimit,foundFeasibleSol,totalElapsedTime,firstObj,firstBound,bestObj,bestBound,improvementRatio,methodCallCounts,reportCount,mipLbBound,mipLbStatus,mipLbDelta,mipLbSolverRuntimeSec,mipLbApplyElapsedSec,mipLbDispatchCmax,mipLbSelectedDispatchVariant,retainedCpBound,retainedCpCallCount,retainedCpBounds,retainedCpModes,retainedCpBestBound,retainedCpBestStatus,retainedCpBestMode,retainedCpBestStages,retainedCpBestBottleneckStage,retainedCpBestSolverRuntimeSec,retainedCpBestApplyElapsedSec,retainedCpBestBoundObj,retainedCpStatus,retainedCpMode,retainedCpStages,retainedCpBottleneckStage,retainedCpSolverRuntimeSec,retainedCpApplyElapsedSec,retainedCpBestObj,retainedCpDispatchObj,retainedCpPostDispatchObj,retainedCpSelectedDispatchVariant,retainedCpPostSelectedDispatchVariant,retainedCpDispatchAnchorStages,retainedCpDispatchElapsedSec,retainedCpDispatchUpdatedIncumbent,retainedCpDispatchKeptIncumbent,scenario,_run_root,_scenario,_path,_has_mip,retainedCpDispatchCpUb,retainedCpDispatchCpLb,refObj,rpdf,is_2nc
20260423T144134_345392/20260421-03-bneck-band-r2-t005-plus-combo,231,160,15,3,4800.0,True,4796.216159318345,,,4160.0,3876.0,0.0363678480426221,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'retained_cp_bottleneck_band_stage_ns': 1, 'critical_tail_job_ns': 1, 'incremental_pw_cp': 1, 'solve_base_cp_model': 1}",14,,,,,,,,3876.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i00 i05 i06 i07 i08 i09 i14,i07,120.071889316,120.15081014251336,4173.0,4282.0,,mixed_cp_first_anchor,,,55.43424668395892,True,,,20260423T144134_345392,20260421-03-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T144134_345392/ff2020/20260421-03-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,4110,1.2091898428053205,True
20260423T144134_345392/20260421-03-bneck-band-r2-t005-plus-combo,233,200,5,3,2000.0,True,78.30513317207806,,,5214.0,5214.0,0.0013407393219689,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,5214.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,40.50620961,40.564380613388494,5214.0,5214.0,,mixed_cp_bottleneck_anchor,,,34.61840973934159,True,,,20260423T144134_345392,20260421-03-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T144134_345392/ff2020/20260421-03-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,5214,0.0,True
20260423T144134_345392/20260421-03-bneck-band-r2-t005-plus-combo,234,200,10,3,4000.0,True,3996.674203031013,,,4881.0,4878.0,0.0046900489396411,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'retained_cp_bottleneck_band_stage_ns': 1, 'critical_tail_job_ns': 1, 'incremental_pw_cp': 1, 'solve_base_cp_model': 1}",14,,,,,,,,4878.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i0 i1 i2 i3 i9,i1,100.792696911,100.85043760831468,4885.0,4885.0,,cp_band_preferred_strict_call_release,,i1 i2 i3,62.571982201654464,True,,,20260423T144134_345392,20260421-03-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T144134_345392/ff2020/20260421-03-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,4878,0.06148170919151552,True
20260423T144134_345392/20260421-03-bneck-band-r2-t005-plus-combo,235,200,15,3,6000.0,True,5994.473055967732,,,5028.0,4767.0,0.0252035672741372,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'retained_cp_bottleneck_band_stage_ns': 1, 'critical_tail_job_ns': 1, 'incremental_pw_cp': 1, 'solve_base_cp_model': 1}",14,,,,,,,,4767.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i00 i03 i04 i05 i06 i07 i14,i05,150.09106449200002,150.18532019550912,5025.0,5086.0,,mixed_cp_last_anchor,,,125.27526128920726,True,,,20260423T144134_345392,20260421-03-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T144134_345392/ff2020/20260421-03-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,4949,1.5836423774681767,True
20260423T144134_345392/20260421-03-bneck-band-r2-t005-plus-combo,237,240,5,3,2400.0,True,76.05353507655673,,,6406.0,6406.0,0.0004680917459822,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,6406.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,24.500824621000003,24.60955724073574,6406.0,6406.0,,cp_band_preferred_strict_call_release,,i1 i2 i3,47.783604476368055,True,,,20260423T144134_345392,20260421-03-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T144134_345392/ff2020/20260421-03-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6406,0.0,True
20260423T144134_345392/20260421-03-bneck-band-r2-t005-plus-combo,238,240,10,2,4800.0,True,12.298627476906404,,,12744.0,12744.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T144134_345392,20260421-03-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T144134_345392/ff2020/20260421-03-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,12744,0.0,True
20260423T144134_345392/20260421-03-bneck-band-r2-t005-plus-combo,239,240,15,3,7200.0,True,25.30319569236599,,,6382.0,6382.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T144134_345392,20260421-03-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T144134_345392/ff2020/20260421-03-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6382,0.0,True
20260423T220805_844978/20260423-01-bneck-band-r2-t005-plus-combo,233,200,5,3,2000.0,True,52.85722501645796,,,5214.0,5214.0,0.0013407393219689,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,5214.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,15.923507122,15.986533540301023,5214.0,5214.0,,cp_band_preferred_strict_start_release,,i1 i2 i3,33.799368909792975,True,,,20260423T220805_844978,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T220805_844978/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,5214,0.0,True
20260423T220805_844978/20260423-01-bneck-band-r2-t005-plus-combo,237,240,5,3,2400.0,True,76.5159207333345,,,6406.0,6406.0,0.0004680917459822,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,6406.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,27.152424554000003,27.263299171812832,6406.0,6406.0,,cp_band_preferred_strict_call_release,,i1 i2 i3,45.59147127554752,True,,,20260423T220805_844978,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T220805_844978/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6406,0.0,True
20260423T220805_844978/20260423-01-bneck-band-r2-t005-plus-combo,238,240,10,2,4800.0,True,12.098995257169008,,,12744.0,12744.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T220805_844978,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T220805_844978/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,12744,0.0,True
20260423T220805_844978/20260423-01-bneck-band-r2-t005-plus-combo,239,240,15,3,7200.0,True,24.69302216731012,,,6382.0,6382.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T220805_844978,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T220805_844978/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6382,0.0,True
20260423T223949_795625/20260423-01-bneck-band-r2-t005-plus-combo,237,240,5,3,2400.0,True,76.44824974285439,,,6406.0,6406.0,0.0004680917459822,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,6406.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,25.589575213,25.72071642172523,6406.0,6406.0,,cp_band_preferred_strict_call_release,,i1 i2 i3,47.06223670882173,True,,,20260423T223949_795625,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T223949_795625/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6406,0.0,True
20260423T223949_795625/20260423-01-bneck-band-r2-t005-plus-combo,238,240,10,2,4800.0,True,12.042285551317036,,,12744.0,12744.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T223949_795625,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T223949_795625/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,12744,0.0,True
20260423T223949_795625/20260423-01-bneck-band-r2-t005-plus-combo,239,240,15,3,7200.0,True,24.74433498317376,,,6382.0,6382.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T223949_795625,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T223949_795625/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6382,0.0,True
20260423T224543_993686/20260423-01-bneck-band-r2-t005-plus-combo,233,200,5,3,2000.0,True,56.82634374243207,,,5214.0,5214.0,0.0013407393219689,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,5214.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,19.022960833000003,19.079147398239,5214.0,5214.0,,cp_band_preferred_strict_call_release,,i1 i2 i3,34.69339405489154,True,,,20260423T224543_993686,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T224543_993686/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,5214,0.0,True
20260423T224543_993686/20260423-01-bneck-band-r2-t005-plus-combo,237,240,5,3,2400.0,True,438.74524964788,,,6406.0,6406.0,0.0004680917459822,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1}",5,,,,,,,,6406.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,60.070018524000005,60.184673466254026,6408.0,6408.0,,cp_band_preferred_strict_call_release,,i1 i2 i3,45.55863933544606,True,,,20260423T224543_993686,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T224543_993686/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6406,0.0,True
20260423T224543_993686/20260423-01-bneck-band-r2-t005-plus-combo,238,240,10,2,4800.0,True,12.061881967587397,,,12744.0,12744.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T224543_993686,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T224543_993686/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,12744,0.0,True
20260423T224543_993686/20260423-01-bneck-band-r2-t005-plus-combo,239,240,15,3,7200.0,True,24.7343243395444,,,6382.0,6382.0,0.0,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1}",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260423T224543_993686,20260423-01-bneck-band-r2-t005-plus-combo,Outputs_scenarios/20260423T224543_993686/ff2020/20260423-01-bneck-band-r2-t005-plus-combo/multi_instance_summary.csv,False,,,6382,0.0,True
20260423T235638_652516/20260423-02-2nc,1,40,5,3,400.0,True,8.351096708327532,,,976.0,976.0,0.0131445904954499,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,976.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,6.455495806,6.469243522267789,976.0,976.0,,cp_band_preferred_strict_start_release,,i1 i2 i3,1.289219333790243,True,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,976,0.0,True
20260423T235638_652516/20260423-02-2nc,2,40,10,3,800.0,True,799.2974928210411,,,1298.0,1292.0,0.0129277566539923,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'incremental_pw_cp': 1, 'pw_cp': 4, 'run_reactive_loop': 1, 'critical_cross_machine_insertion_ls': 1, 'solve_base_cp_model': 1}",17,,,,,,,,1292.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4 i9,i2,2.457258535,2.4719118177890778,1292.0,1315.0,,best_of_mixed_dispatches_cp_consensus_rank,,,4.470936093246564,False,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,1292,0.46332046332046334,True
20260423T235638_652516/20260423-02-2nc,3,40,15,3,1200.0,True,1198.6021476561702,,,1498.0,1479.0,0.0446428571428571,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'incremental_pw_cp': 1, 'pw_cp': 6, 'run_reactive_loop': 1, 'critical_cross_machine_insertion_ls': 1, 'solve_base_cp_model': 1}",24,,,,,,,,1479.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i00 i09 i10 i11 i12 i13 i14,i11,30.272062199,30.29480032552965,1479.0,1556.0,,mixed_cp_aggregate_start_slack,,,10.750848619034514,True,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,1486,0.8042895442359249,True
20260423T235638_652516/20260423-02-2nc,4,40,20,3,1600.0,True,1597.9164884812983,,,1943.0,1721.0,0.0622586872586872,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'incremental_pw_cp': 1, 'pw_cp': 7, 'run_reactive_loop': 1, 'critical_cross_machine_insertion_ls': 1, 'solve_base_cp_model': 1}",29,,,,,,,,1721.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i00 i16 i17 i18 i19,i18,80.078614055,80.09500095644034,1782.0,2072.0,,best_of_mixed_dispatches_cp_consensus_rank,,,17.888852149015293,False,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,1943,0.0,True
20260423T235638_652516/20260423-02-2nc,5,80,5,3,800.0,True,10.977754929335788,,,1974.0,1974.0,0.0010121457489878,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1}",4,,,,,,,,1974.0,,,,,,,,,,,,OPTIMAL,first_bottleneck_band_last,i0 i1 i2 i3 i4,i2,5.047666139,5.068936610361561,1974.0,1974.0,,mixed_cp_bottleneck_anchor,,,4.8818663253914565,True,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,1974,0.0,True
20260423T235638_652516/20260423-02-2nc,6,80,10,3,1600.0,True,1598.252322858887,,,2199.0,2096.0,0.044328552803129,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'incremental_pw_cp': 1, 'pw_cp': 13, 'run_reactive_loop': 1, 'critical_cross_machine_insertion_ls': 1, 'solve_base_cp_model': 1}",26,,,,,,,,2096.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i0 i1 i2 i3 i4 i5 i9,i3,80.27285669700001,80.3096568803303,2219.0,2285.0,,best_of_mixed_dispatches_cp_tail_bottleneck_rank,,,11.832129464950413,True,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,2161,1.7431192660550459,True
20260423T235638_652516/20260423-02-2nc,7,80,15,3,2400.0,True,2397.6782872232952,,,2337.0,2333.0,0.0097457627118644,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'incremental_pw_cp': 1, 'pw_cp': 6, 'run_reactive_loop': 1, 'critical_cross_machine_insertion_ls': 1, 'solve_base_cp_model': 1}",19,,,,,,,,2333.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i00 i08 i09 i10 i11 i12 i14,i10,120.109973604,120.15755542716944,2354.0,2358.0,,best_of_mixed_dispatches_cp_consensus_rank,,,26.818162236362696,True,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,2333,0.17130620985010706,True
20260423T235638_652516/20260423-02-2nc,8,80,20,3,3200.0,True,3196.9534884906,,,2419.0,2241.0,0.0427384250098931,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'incremental_pw_cp': 1, 'pw_cp': 5, 'run_reactive_loop': 1, 'critical_cross_machine_insertion_ls': 1, 'solve_base_cp_model': 1}",18,,,,,,,,2241.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i00 i15 i16 i17 i18 i19,i17,160.252729797,160.29814218427055,2339.0,2515.0,,mixed_cp_aggregate_start_slack,,,43.82276727049612,True,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,2393,1.0806317539484622,True
20260423T235638_652516/20260423-02-2nc,9,120,5,3,1200.0,True,151.45393609721214,,,2818.0,2818.0,0.0049435028248587,"{'set_random_seed': 1, 'apply_shdlb': 1, 'initialize_by_best_of_selected_dispatches': 1, 'apply_retained_stage_cp_lb': 1, 'dispatch_from_retained_cp': 1, 'neh_cp': 1, 'incremental_pw_cp': 1, 'pw_cp': 3}",8,,,,,,,,2818.0,,,,,,,,,,,,FEASIBLE,first_bottleneck_band_last,i0 i1 i2 i3 i4,i1,60.061852484000006,60.10155582497828,2820.0,2820.0,,cp_band_preferred_strict_start_release,,i1 i2 i3,11.302800869336352,True,,,20260423T235638_652516,20260423-02-2nc,Outputs_scenarios/20260423T235638_652516/ff2020/20260423-02-2nc/multi_instance_summary.csv,False,,,2818,0.0,True
