insName,obj0504,rpdf0504,jobCount,stageCount,bestObj,rpdf,run_id,summary_path,gain_vs_0504
12,3640.0,0.0824515597086711,120,20,3638.0,0.0274914089347079,20260508T123926_817217/20260508-aggressive-state-split-exact-2nc,Outputs_scenarios/20260508T123926_817217/ff2020/20260508-aggressive-state-split-exact-2nc/multi_instance_summary.csv,0.0549601507739632
13,4141.0,0.0,160,5,4141.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
14,4270.0,0.0,160,10,4270.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
15,4179.0,0.527831094049904,160,15,4138.0,-0.4581072935503315,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,0.9859383876002354
16,4457.0,-0.9379187137114784,160,20,4457.0,-0.9379187137114784,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/all_scenarios_summary.csv,0.0
17,5020.0,0.0,200,5,5020.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
18,5534.0,0.0,200,10,5534.0,0.0,20260426T143314_938246/20260426-01,Outputs_scenarios/20260426T143314_938246/ff2020/20260426-01/multi_instance_summary.csv,0.0
19,5187.0,0.231615518239722,200,15,5179.0,0.077264825188333,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/all_scenarios_summary.csv,0.15435069305138902
20,5610.0,0.1605565962001605,200,20,5597.0,-0.0714413288087158,20260503T193239_130238/20260502-01,Outputs_scenarios/20260503T193239_130238/ff2020/20260502-01/multi_instance_summary.csv,0.23199792500887628
21,6347.0,0.015756716300323,240,5,6346.0,0.0,20260508T005410_865965/20260508-full240-unified-hardtrust-postneh-bneck-v7-2nc,Outputs_scenarios/20260508T005410_865965/ff2020/20260508-full240-unified-hardtrust-postneh-bneck-v7-2nc/multi_instance_summary.csv,0.015756716300323
22,6233.0,-0.0160423518087751,240,10,6233.0,-0.0160423518087751,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
23,6506.0,0.0,240,15,6506.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
24,6168.0,0.2759964282815164,240,20,6109.0,-0.6851549755301795,20260508T214750_473411/20260508-full240-0504-backbone-neh-adaptive-cp-2nc,Outputs_scenarios/20260508T214750_473411/ff2020/20260508-full240-0504-backbone-neh-adaptive-cp-2nc/multi_instance_summary.csv,0.9611514038116958
25,978.0,0.0,40,5,978.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
26,1294.0,-0.2315708220764183,40,10,1293.0,-0.3088803088803089,20260503T193239_130238/20260502-01,Outputs_scenarios/20260503T193239_130238/ff2020/20260502-01/multi_instance_summary.csv,0.07730948680389058
27,1572.0,-0.4443033957473817,40,15,1569.0,-0.6353240152477764,20260503T122116_783419/20260502-01,Outputs_scenarios/20260503T122116_783419/ff2020/20260502-01/multi_instance_summary.csv,0.19102061950039467
28,1907.0,-1.0432968179447053,40,20,1890.0,-1.938695310453236,20260514T015939_540922/20260514-2,Outputs_scenarios/20260514T015939_540922/ff2020/20260514-2/multi_instance_summary.csv,0.8953984925085308
29,2098.0,0.0,80,5,2098.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
30,2053.0,0.14623446258835,80,10,2031.0,-0.9311443273707424,20260511T113311_435296/20260511-01,Outputs_scenarios/20260511T113311_435296/ff2020/20260511-01/multi_instance_summary.csv,1.0773787899590923
31,2328.0,0.0,80,15,2328.0,0.0,20260426T225022_763309/20260426-01,Outputs_scenarios/20260426T225022_763309/ff2020/20260426-01/multi_instance_summary.csv,0.0
32,2470.0,0.7314099959366112,80,20,2466.0,0.5693371289141927,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/ff2020/20260510-01/multi_instance_summary.csv,0.1620728670224184
33,3051.0,0.0,120,5,3051.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
34,2971.0,0.6076975016880486,120,10,2954.0,0.0338581344167936,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/ff2020/20260510-01/multi_instance_summary.csv,0.573839367271255
35,3344.0,1.9018867924528304,120,15,3327.0,1.3922518159806296,20260504T112908_476823/20260504-01,Outputs_scenarios/20260504T112908_476823/ff2020/20260504-01/multi_instance_summary.csv,0.5096349764722008
36,3573.0,0.0279916025192442,120,20,3524.0,-1.3528748590755355,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,1.3808664615947797
37,3941.0,0.0,160,5,3941.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
38,3901.0,0.0512820512820512,160,10,3899.0,0.0,20260508T214750_473411/20260508-full240-0504-backbone-neh-adaptive-cp-2nc,Outputs_scenarios/20260508T214750_473411/ff2020/20260508-full240-0504-backbone-neh-adaptive-cp-2nc/multi_instance_summary.csv,0.0512820512820512
39,4157.0,1.5759485998302825,160,15,4130.0,0.92434930673802,20260503T193239_130238/20260502-01,Outputs_scenarios/20260503T193239_130238/ff2020/20260502-01/multi_instance_summary.csv,0.6515992930922625
40,3716.0,0.0,160,20,3712.0,-0.1077005923532579,20260429T155141_962595/20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,0.1077005923532579
41,5010.0,0.0,200,5,5010.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
42,4943.0,0.0,200,10,4943.0,0.0,20260426T225022_763309/20260426-01,Outputs_scenarios/20260426T225022_763309/ff2020/20260426-01/multi_instance_summary.csv,0.0
43,5254.0,0.0190349290948891,200,15,5253.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0190349290948891
44,5402.0,-0.1294977337896586,200,20,5355.0,-1.0033444816053512,20260502T165452_512420/20260502-01,Outputs_scenarios/20260502T165452_512420/ff2020/20260502-01/multi_instance_summary.csv,0.8738467478156926
45,5964.0,0.0,240,5,5964.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
46,6098.0,0.0328030178776447,240,10,6096.0,0.0,20260429T155141_962595/20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,0.0328030178776447
47,6425.0,0.0,240,15,6425.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
48,5184.0,0.4640371229698375,240,20,5161.0,0.0193779672512353,20260429T155141_962595/20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,0.4446591557186022
49,878.0,0.2280501710376282,40,5,870.0,-0.6872852233676976,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/ff2020/20260427-1/multi_instance_summary.csv,0.9153353944053257
50,1179.0,-0.4231908590774439,40,10,1179.0,-0.4231908590774439,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/all_scenarios_summary.csv,0.0
51,1603.0,-1.9153537225826385,40,15,1594.0,-2.4783147459727384,20260514T061719_755185/20260514-2,Outputs_scenarios/20260514T061719_755185/ff2020/20260514-2/multi_instance_summary.csv,0.5629610233900999
52,1591.0,0.1257861635220125,40,20,1579.0,-0.6313131313131313,20260503T122116_783419/20260502-01,Outputs_scenarios/20260503T122116_783419/ff2020/20260502-01/multi_instance_summary.csv,0.7570992948351438
53,2071.0,0.0,80,5,2071.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
54,1810.0,0.6651884700665188,80,10,1802.0,0.2222222222222222,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/all_scenarios_summary.csv,0.4429662478442966
55,2482.0,0.5656565656565656,80,15,2472.0,0.1619433198380566,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/all_scenarios_summary.csv,0.40371324581850904
56,2721.0,-2.468239564428312,80,20,2718.0,-2.578536408207736,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/all_scenarios_summary.csv,0.11029684377942406
57,2932.0,0.0,120,5,2932.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
58,3137.0,0.0956785201722213,120,10,3135.0,0.0319030148349019,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0637755053373194
59,2718.0,1.147086031452359,120,15,2693.0,0.2230483271375464,20260511T113311_435296/20260511-01,Outputs_scenarios/20260511T113311_435296/ff2020/20260511-01/multi_instance_summary.csv,0.9240377043148126
60,3580.0,-0.8898776418242491,120,20,3580.0,-0.8898776418242491,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/all_scenarios_summary.csv,0.0
61,4365.0,0.0,160,5,4365.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
62,4583.0,0.0,160,10,4583.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
63,4113.0,0.9527299377061196,160,15,4091.0,0.4164115125535824,20260508T214750_473411/20260508-full240-0504-backbone-neh-adaptive-cp-2nc,Outputs_scenarios/20260508T214750_473411/ff2020/20260508-full240-0504-backbone-neh-adaptive-cp-2nc/multi_instance_summary.csv,0.5363184251525372
64,3916.0,0.640450877417702,160,20,3877.0,-0.3604531410916581,20260508T214750_473411/20260508-full240-0504-backbone-neh-adaptive-cp-2nc,Outputs_scenarios/20260508T214750_473411/ff2020/20260508-full240-0504-backbone-neh-adaptive-cp-2nc/multi_instance_summary.csv,1.00090401850936
65,4868.0,0.0,200,5,4868.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
66,5095.0,0.0,200,10,5095.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
67,5239.0,0.0,200,15,5239.0,0.0,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,0.0
68,5392.0,1.4759458197104156,200,20,5319.0,0.1128668171557562,20260513T015949_457294/20260513-1,Outputs_scenarios/20260513T015949_457294/ff2020/20260513-1/multi_instance_summary.csv,1.3630790025546595
69,6078.0,0.0,240,5,6078.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
70,6482.0,-0.1233425840271353,240,10,6482.0,-0.1233425840271353,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
71,6029.0,0.0,240,15,6029.0,0.0,20260426T225022_763309/20260426-01,Outputs_scenarios/20260426T225022_763309/ff2020/20260426-01/multi_instance_summary.csv,0.0
72,5135.0,1.0178117048346056,240,20,5084.0,0.0196714861807809,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.9981402186538247
73,850.0,-0.4694835680751174,40,5,847.0,-0.823045267489712,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,0.3535616994145946
74,1288.0,1.0144362075692548,40,10,1271.0,-0.3142183817753338,20260427T151105_363294/20260427-1,Outputs_scenarios/20260427T151105_363294/ff2020/20260427-1/multi_instance_summary.csv,1.3286545893445885
75,1372.0,-1.0873504893077202,40,15,1372.0,-1.0873504893077202,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/ff2020/20260504-01/multi_instance_summary.csv,0.0
76,1579.0,-2.006269592476489,40,20,1573.0,-2.386934673366834,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.3806650808903451
77,1898.0,0.0,80,5,1898.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
78,1669.0,0.7215874924834637,80,10,1657.0,0.0,20260514T210324_101794/20260515-1,Outputs_scenarios/20260514T210324_101794/ff2020/20260515-1/multi_instance_summary.csv,0.7215874924834637
79,2589.0,0.8923375363724539,80,15,2550.0,-0.6254886630179828,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,1.5178261993904367
80,2857.0,0.1401050788091068,80,20,2823.0,-1.0570824524312896,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,1.1971875312403963
81,3195.0,0.0,120,5,3195.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
82,3196.0,0.0,120,10,3196.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
83,2761.0,-0.0724112961622013,120,15,2751.0,-0.4352557127312296,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/ff2020/20260510-01/multi_instance_summary.csv,0.3628444165690283
84,3600.0,-1.488833746898263,120,20,3587.0,-1.850573125258942,20260514T015939_540922/20260514-2,Outputs_scenarios/20260514T015939_540922/ff2020/20260514-2/multi_instance_summary.csv,0.3617393783606788
85,3938.0,0.0,160,5,3938.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
86,4155.0,0.0,160,10,4155.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
87,4285.0,2.051161145821054,160,15,4224.0,0.6174305390643553,20260506T092516_756685/20260506-01,Outputs_scenarios/20260506T092516_756685/all_scenarios_summary.csv,1.4337306067566986
88,3704.0,-0.188806473364801,160,20,3654.0,-1.5478615071283095,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,1.3590550337635086
89,5146.0,0.0,200,5,5146.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
90,5229.0,0.0,200,10,5229.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
91,5236.0,0.0,200,15,5236.0,0.0,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,0.0
92,4413.0,0.2722940776038121,200,20,4409.0,0.1816118047673098,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,0.09068227283650229
93,6127.0,0.0,240,5,6127.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
94,6140.0,0.0,240,10,6140.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
95,6635.0,0.0452249943468757,240,15,6632.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0452249943468757
96,6126.0,-0.9261515963928832,240,20,6119.0,-1.0404812225654363,20260514T084607_028368/20260514-2,Outputs_scenarios/20260514T084607_028368/ff2020/20260514-2/multi_instance_summary.csv,0.11432962617255304
97,765.0,0.0,40,5,765.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
98,1309.0,-0.5333333333333333,40,10,1289.0,-2.072936660268714,20260514T084607_028368/20260514-2,Outputs_scenarios/20260514T084607_028368/all_scenarios_summary.csv,1.5396033269353806
99,1320.0,-0.6795016987542469,40,15,1312.0,-1.287391139719803,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,0.6078894409655561
100,1617.0,-1.351351351351351,40,20,1602.0,-2.283245911755631,20260513T152336_096398/20260514-1,Outputs_scenarios/20260513T152336_096398/all_scenarios_summary.csv,0.9318945604042799
101,2164.0,0.0,80,5,2164.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
102,1672.0,0.5397301349325337,80,10,1663.0,0.0,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,0.5397301349325337
103,2118.0,1.4265335235378032,80,15,2079.0,-0.4319654427645788,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,1.858498966302382
104,2343.0,-0.6381620931716656,80,20,2340.0,-0.7662835249042146,20260502T165452_512420/20260502-01,Outputs_scenarios/20260502T165452_512420/ff2020/20260502-01/multi_instance_summary.csv,0.12812143173254897
105,2889.0,0.0,120,5,2889.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
106,3236.0,0.0,120,10,3236.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
107,3320.0,1.0598031794095382,120,15,3301.0,0.4858791375645308,20260507T094056_248305/20260507-probe-120x15-bad-final-negative-2nc,Outputs_scenarios/20260507T094056_248305/all_scenarios_summary.csv,0.5739240418450073
108,3620.0,-0.7156619873382879,120,20,3604.0,-1.1586206896551725,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/ff2020/20260510-01/multi_instance_summary.csv,0.4429587023168846
109,4071.0,0.0,160,5,4071.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
110,4177.0,0.0,160,10,4177.0,0.0,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,0.0
111,3532.0,1.857408201171596,160,15,3499.0,0.918748205569911,20260506T052611_677366/20260506-01,Outputs_scenarios/20260506T052611_677366/ff2020/20260506-01/multi_instance_summary.csv,0.938659995601685
112,3770.0,0.0,160,20,3761.0,-0.2390120833886602,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/all_scenarios_summary.csv,0.2390120833886602
113,4997.0,0.0200140098068648,200,5,4996.0,0.0,20260502T165452_512420/20260502-01,Outputs_scenarios/20260502T165452_512420/ff2020/20260502-01/multi_instance_summary.csv,0.0200140098068648
114,5470.0,-0.018279864729001,200,10,5470.0,-0.018279864729001,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
115,5189.0,0.2122118259863027,200,15,5178.0,0.0,20260429T155141_962595/20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,0.2122118259863027
116,4435.0,-0.0901510029299075,200,20,4434.0,-0.1127014538487546,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/all_scenarios_summary.csv,0.022550450918847095
117,6319.0,0.0,240,5,6319.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
118,6184.0,0.0,240,10,6184.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
119,6414.0,0.0,240,15,6414.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
120,6249.0,1.4019821126420111,240,20,6138.0,-0.3902439024390244,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,1.7922260150810354
121,889.0,0.112549240292628,40,5,889.0,0.112549240292628,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,0.0
122,1285.0,-0.2331908278274387,40,10,1285.0,-0.2331908278274387,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/ff2020/20260504-01/multi_instance_summary.csv,0.0
123,1218.0,-1.870679137860919,40,15,1218.0,-1.870679137860919,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/all_scenarios_summary.csv,0.0
124,1966.0,-0.5579507988840984,40,20,1960.0,-0.8636017272034544,20260502T165452_512420/20260502-01,Outputs_scenarios/20260502T165452_512420/ff2020/20260502-01/multi_instance_summary.csv,0.30565092831935603
125,2103.0,0.0,80,5,2103.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
126,1831.0,0.3282275711159737,80,10,1822.0,-0.164518782561009,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/ff2020/20260429-2/multi_instance_summary.csv,0.4927463536769827
127,2029.0,0.0,80,15,2016.0,-0.6427688504326329,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/all_scenarios_summary.csv,0.6427688504326329
128,2373.0,0.0843170320404721,80,20,2343.0,-1.1879507848960542,20260429T155141_962595/20260429-1,Outputs_scenarios/20260429T155141_962595/all_scenarios_summary.csv,1.2722678169365262
129,2874.0,0.0,120,5,2874.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
130,3131.0,0.0,120,10,3131.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
131,3302.0,1.3721603903034,120,15,3279.0,0.6731946144430845,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.6989657758603156
132,3034.0,0.1979544704717915,120,20,3034.0,0.1979544704717915,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/all_scenarios_summary.csv,0.0
133,4011.0,0.0,160,5,4011.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
134,4323.0,0.0,160,10,4323.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
135,3468.0,2.039032915817069,160,15,3425.0,0.7914407152279056,20260506T052611_677366/20260506-01,Outputs_scenarios/20260506T052611_677366/all_scenarios_summary.csv,1.2475922005891635
136,3725.0,0.10744023636852,160,20,3725.0,0.10744023636852,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/all_scenarios_summary.csv,0.0
137,5049.0,0.0,200,5,5049.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/ff2020/20260410-02/multi_instance_summary.csv,0.0
138,5169.0,0.0,200,10,5169.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
139,5587.0,-0.0894534394847481,200,15,5586.0,-0.1073537305421363,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/ff2020/20260510-01/multi_instance_summary.csv,0.017900291057388204
140,4434.0,-1.0544026920919798,200,20,4427.0,-1.21239335428828,20260424T082903_591120/20260423-02-2nc,Outputs_scenarios/20260424T082903_591120/ff2020/20260423-02-2nc/multi_instance_summary.csv,0.1579906621963003
141,5845.0,0.0,240,5,5845.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
142,5904.0,0.1695202576707916,240,10,5894.0,0.0,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/all_scenarios_summary.csv,0.1695202576707916
143,6091.0,0.0,240,15,6091.0,0.0,20260411T101357_046173/20260410-02,Outputs_scenarios/20260411T101357_046173/all_scenarios_summary.csv,0.0
144,6229.0,0.5473277527366388,240,20,6198.0,0.0484144274993948,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/ff2020/20260510-01/multi_instance_summary.csv,0.498913325237244
145,787.0,0.7653061224489796,40,5,780.0,-0.128122998078155,20260427T232937_696372/20260427-1,Outputs_scenarios/20260427T232937_696372/ff2020/20260427-1/multi_instance_summary.csv,0.8934291205271345
146,1142.0,0.4387889425186485,40,10,1133.0,-0.3524229074889868,20260510T025423_238291/20260510-01,Outputs_scenarios/20260510T025423_238291/all_scenarios_summary.csv,0.7912118500076353
147,1286.0,-0.5428460643660333,40,15,1286.0,-0.5428460643660333,20260504T184555_707193/20260504-01,Outputs_scenarios/20260504T184555_707193/ff2020/20260504-01/multi_instance_summary.csv,0.0
148,2746.0,-0.2909090909090909,40,20,2739.0,-0.5461496450027308,20260501T034519_627934/20260429-2,Outputs_scenarios/20260501T034519_627934/all_scenarios_summary.csv,0.2552405540936399
