Problem,SolverVendor,Formulation,Instance,n,m,LB,UB,Gap,ActualTime
Hybridflowshop,CPLEX,CP,1316,200,10,3687,3939,0.06835,600.074
Hybridflowshop,CPLEX,CP,1317,200,10,3732,3927,0.05225,600.06
Hybridflowshop,CPLEX,CP,1318,200,10,3669,3842,0.04715,600.316
Hybridflowshop,CPLEX,CP,1319,200,10,3672,3808,0.03704,600.062
Hybridflowshop,CPLEX,CP,1320,200,10,3741,3846,0.02807,600.072
Hybridflowshop,CPLEX,CP,1321,200,10,3665,3881,0.05894,600.063
Hybridflowshop,CPLEX,CP,1322,200,10,3653,3897,0.06679,600.068
Hybridflowshop,CPLEX,CP,1323,200,10,3741,3836,0.02539,600.056
Hybridflowshop,CPLEX,CP,1324,200,10,3753,3942,0.05036,600.072
Hybridflowshop,CPLEX,CP,1325,200,10,3695,3841,0.03951,600.079
Hybridflowshop,CPLEX,CP,1326,200,10,3723,3857,0.03599,600.064
Hybridflowshop,CPLEX,CP,1327,200,10,3826,3968,0.03711,600.078
Hybridflowshop,CPLEX,CP,1328,200,10,3778,3980,0.05347,600.069
Hybridflowshop,CPLEX,CP,1329,200,10,3852,4052,0.05192,600.056
Hybridflowshop,CPLEX,CP,1330,200,10,3562,3784,0.06232,600.071
Hybridflowshop,CPLEX,CP,1331,200,10,3710,3925,0.05795,600.076
Hybridflowshop,CPLEX,CP,1332,200,10,3778,3936,0.04182,600.059
Hybridflowshop,CPLEX,CP,1333,200,10,3675,3899,0.06095,600.062
Hybridflowshop,CPLEX,CP,1334,200,10,3827,4078,0.06559,600.077
Hybridflowshop,CPLEX,CP,1335,200,10,3630,3835,0.05647,600.063
Hybridflowshop,CPLEX,CP,1336,200,10,3829,4011,0.04753,600.076
Hybridflowshop,CPLEX,CP,1337,200,10,3652,3796,0.03943,600.369
Hybridflowshop,CPLEX,CP,1338,200,10,3803,3942,0.03655,600.069
Hybridflowshop,CPLEX,CP,1339,200,10,3909,3977,0.0174,600.07
Hybridflowshop,CPLEX,CP,1340,200,10,3582,3754,0.04802,600.06
Hybridflowshop,CPLEX,CP,1341,200,10,3619,3797,0.04918,600.068
Hybridflowshop,CPLEX,CP,1342,200,10,3723,3969,0.06608,600.07
Hybridflowshop,CPLEX,CP,1343,200,10,3802,3947,0.03814,600.079
Hybridflowshop,CPLEX,CP,1344,200,10,3745,3929,0.04913,600.064
Hybridflowshop,CPLEX,CP,1345,200,10,3816,4004,0.04927,600.075
Hybridflowshop,CPLEX,CP,1346,200,10,3850,3929,0.02052,600.079
Hybridflowshop,CPLEX,CP,1347,200,10,3919,4078,0.04057,600.088
Hybridflowshop,CPLEX,CP,1348,200,10,3754,3967,0.05674,600.076
Hybridflowshop,CPLEX,CP,1349,200,10,3706,3879,0.04668,600.077
Hybridflowshop,CPLEX,CP,1350,200,10,3759,3838,0.02102,600.071
Hybridflowshop,CPLEX,CP,1351,200,10,2321,2462,0.06075,600.152
Hybridflowshop,CPLEX,CP,1352,200,10,2298,2468,0.07398,600.149
Hybridflowshop,CPLEX,CP,1353,200,10,2277,2478,0.08827,600.143
Hybridflowshop,CPLEX,CP,1354,200,10,2332,2527,0.08362,600.149
Hybridflowshop,CPLEX,CP,1355,200,10,2376,2543,0.07029,600.144
Hybridflowshop,CPLEX,CP,1356,200,10,2297,2415,0.05137,600.166
Hybridflowshop,CPLEX,CP,1357,200,10,2322,2504,0.07838,600.142
Hybridflowshop,CPLEX,CP,1358,200,10,2323,2513,0.08179,600.136
Hybridflowshop,CPLEX,CP,1359,200,10,2336,2437,0.04324,600.448
Hybridflowshop,CPLEX,CP,1360,200,10,2344,2512,0.07167,600.141
Hybridflowshop,CPLEX,CP,1361,200,10,2274,2480,0.09059,600.151
Hybridflowshop,CPLEX,CP,1362,200,10,2342,2505,0.0696,600.156
Hybridflowshop,CPLEX,CP,1363,200,10,2242,2444,0.0901,600.132
Hybridflowshop,CPLEX,CP,1364,200,10,2352,2496,0.06122,600.15
Hybridflowshop,CPLEX,CP,1365,200,10,2358,2538,0.07634,600.159
Hybridflowshop,CPLEX,CP,1366,200,10,2279,2452,0.07591,600.144
Hybridflowshop,CPLEX,CP,1367,200,10,2336,2505,0.07235,600.179
Hybridflowshop,CPLEX,CP,1368,200,10,2397,2502,0.0438,600.146
Hybridflowshop,CPLEX,CP,1369,200,10,2371,2512,0.05947,600.155
Hybridflowshop,CPLEX,CP,1370,200,10,2339,2514,0.07482,600.149
Hybridflowshop,CPLEX,CP,1371,200,10,2336,2519,0.07834,600.142
Hybridflowshop,CPLEX,CP,1372,200,10,2353,2497,0.0612,600.14
Hybridflowshop,CPLEX,CP,1373,200,10,2311,2453,0.06145,600.141
Hybridflowshop,CPLEX,CP,1374,200,10,2321,2485,0.07066,600.138
Hybridflowshop,CPLEX,CP,1375,200,10,2321,2521,0.08617,600.149
Hybridflowshop,CPLEX,CP,1376,200,10,2294,2458,0.07149,600.144
Hybridflowshop,CPLEX,CP,1377,200,10,2347,2554,0.0882,600.16
Hybridflowshop,CPLEX,CP,1378,200,10,2365,2542,0.07484,600.145
Hybridflowshop,CPLEX,CP,1379,200,10,2328,2456,0.05498,600.15
Hybridflowshop,CPLEX,CP,1380,200,10,2313,2522,0.09036,600.149
Hybridflowshop,CPLEX,CP,1381,200,10,2335,2546,0.09036,600.138
Hybridflowshop,CPLEX,CP,1382,200,10,2351,2514,0.06933,600.157
Hybridflowshop,CPLEX,CP,1383,200,10,2275,2475,0.08791,600.476
Hybridflowshop,CPLEX,CP,1384,200,10,2336,2547,0.09033,600.153
Hybridflowshop,CPLEX,CP,1385,200,10,2410,2582,0.07137,600.149
Hybridflowshop,CPLEX,CP,1386,200,10,2277,2414,0.06017,600.161
Hybridflowshop,CPLEX,CP,1387,200,10,2229,2409,0.08075,600.154
Hybridflowshop,CPLEX,CP,1388,200,10,2302,2433,0.05691,600.14
Hybridflowshop,CPLEX,CP,1389,200,10,2315,2509,0.0838,600.155
Hybridflowshop,CPLEX,CP,1390,200,10,2314,2555,0.10415,600.144
Hybridflowshop,CPLEX,CP,1391,200,10,2303,2509,0.08945,600.161
Hybridflowshop,CPLEX,CP,1392,200,10,2292,2533,0.10515,600.15
Hybridflowshop,CPLEX,CP,1393,200,10,2249,2433,0.08181,600.161
Hybridflowshop,CPLEX,CP,1394,200,10,2331,2516,0.07937,600.147
Hybridflowshop,CPLEX,CP,1395,200,10,2253,2436,0.08123,600.136
Hybridflowshop,CPLEX,CP,1396,200,10,2478,2587,0.04399,600.142
Hybridflowshop,CPLEX,CP,1397,200,10,2310,2521,0.09134,600.131
Hybridflowshop,CPLEX,CP,1398,200,10,2350,2519,0.07191,600.153
Hybridflowshop,CPLEX,CP,1399,200,10,2336,2447,0.04752,600.119
Hybridflowshop,CPLEX,CP,1400,200,10,2276,2471,0.08568,600.147
Hybridflowshop,CPLEX,CP,1401,200,10,2353,2517,0.0697,600.158
Hybridflowshop,CPLEX,CP,1402,200,10,2377,2443,0.02777,600.143
Hybridflowshop,CPLEX,CP,1403,200,10,2304,2471,0.07248,600.154
Hybridflowshop,CPLEX,CP,1404,200,10,2408,2517,0.04527,600.141
Hybridflowshop,CPLEX,CP,1405,200,10,2352,2471,0.0506,600.119
Hybridflowshop,CPLEX,CP,1406,200,10,2457,2601,0.05861,600.148
Hybridflowshop,CPLEX,CP,1407,200,10,2302,2496,0.08427,600.134
Hybridflowshop,CPLEX,CP,1408,200,10,2333,2470,0.05872,600.142
Hybridflowshop,CPLEX,CP,1409,200,10,2314,2450,0.05877,600.15
Hybridflowshop,CPLEX,CP,1410,200,10,2342,2547,0.08753,600.51
Hybridflowshop,CPLEX,CP,1411,200,10,2325,2513,0.08086,600.159
Hybridflowshop,CPLEX,CP,1412,200,10,2274,2440,0.073,600.145
Hybridflowshop,CPLEX,CP,1413,200,10,2370,2498,0.05401,600.148
Hybridflowshop,CPLEX,CP,1414,200,10,2337,2430,0.03979,600.169
Hybridflowshop,CPLEX,CP,1415,200,10,2366,2510,0.06086,600.148
Hybridflowshop,CPLEX,CP,1416,200,10,2257,2432,0.07754,600.138
Hybridflowshop,CPLEX,CP,1417,200,10,2313,2468,0.06701,600.148
Hybridflowshop,CPLEX,CP,1418,200,10,2350,2443,0.03957,600.125
Hybridflowshop,CPLEX,CP,1419,200,10,2445,2611,0.06789,600.15
Hybridflowshop,CPLEX,CP,1420,200,10,2272,2441,0.07438,600.136
Hybridflowshop,CPLEX,CP,1421,200,10,2363,2555,0.08125,600.142
Hybridflowshop,CPLEX,CP,1422,200,10,2343,2497,0.06573,600.143
Hybridflowshop,CPLEX,CP,1423,200,10,2327,2494,0.07177,600.156
Hybridflowshop,CPLEX,CP,1424,200,10,2374,2576,0.08509,600.141
Hybridflowshop,CPLEX,CP,1425,200,10,2290,2522,0.10131,600.15
Hybridflowshop,CPLEX,CP,1426,200,10,2388,2428,0.01675,600.135
Hybridflowshop,CPLEX,CP,1427,200,10,2315,2470,0.06695,600.127
Hybridflowshop,CPLEX,CP,1428,200,10,2343,2538,0.08323,600.129
Hybridflowshop,CPLEX,CP,1429,200,10,2306,2535,0.09931,600.127
Hybridflowshop,CPLEX,CP,1430,200,10,2347,2476,0.05496,600.117
Hybridflowshop,CPLEX,CP,1431,200,10,2242,2421,0.07984,600.129
Hybridflowshop,CPLEX,CP,1432,200,10,2318,2471,0.06601,600.124
Hybridflowshop,CPLEX,CP,1433,200,10,2413,2516,0.04269,600.125
Hybridflowshop,CPLEX,CP,1434,200,10,2340,2448,0.04615,600.127
Hybridflowshop,CPLEX,CP,1435,200,10,2406,2472,0.02743,600.123
Hybridflowshop,CPLEX,CP,1436,200,10,2350,2501,0.06426,600.129
Hybridflowshop,CPLEX,CP,1437,200,10,2246,2471,0.10018,600.119
Hybridflowshop,CPLEX,CP,1438,200,10,2278,2491,0.0935,600.115
Hybridflowshop,CPLEX,CP,1439,200,10,2412,2589,0.07338,600.121
Hybridflowshop,CPLEX,CP,1440,200,10,2334,2530,0.08398,600.126
