ins,selected_lane,step_idx,step_count,step_label,obj,elapsed,n,c
75,delayed_profile_first_neh,0,6,PROBE_WINNER,1386.0,91.975172072649,40,15
76,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1594.0,18.483,40,20
76,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1594.0,12.344,40,20
76,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1594.0,20.404,40,20
76,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1594.0,20.366,40,20
76,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1591.0,33.36,40,20
76,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1591.0,13.961,40,20
76,cp_seeded_first_neh,0,6,PROBE_WINNER,1594.0,120.94022025400773,40,20
78,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,1666.0,24.213,80,10
78,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,1666.0,36.995,80,10
78,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,1666.0,3.144,80,10
78,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,1666.0,24.614,80,10
78,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,1666.0,7.846,80,10
78,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,1666.0,40.792,80,10
78,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,1666.0,30.575,80,10
78,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,1666.0,19.254,80,10
78,interleaved_pw_neh_basin,0,8,PROBE_WINNER,1677.0,277.705621026922,80,10
79,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,2582.0,55.306,80,15
79,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,2582.0,36.917,80,15
79,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,2582.0,61.105,80,15
79,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,2582.0,45.746,80,15
79,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,2564.0,113.969,80,15
79,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,2561.0,22.319,80,15
79,delayed_profile_first_neh,0,6,PROBE_WINNER,2582.0,421.77960624266416,80,15
80,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,2866.0,112.927,80,20
80,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,2866.0,74.352,80,20
80,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,2865.0,48.479,80,20
80,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,2865.0,49.317,80,20
80,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,2865.0,52.147,80,20
80,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,2865.0,81.94,80,20
80,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,2865.0,61.489,80,20
80,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,2863.0,92.028,80,20
80,interleaved_pw_neh_basin,0,8,PROBE_WINNER,2875.0,531.1930670123547,80,20
83,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,2775.0,190.766,120,15
83,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,2775.0,110.873,120,15
83,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,2774.0,62.872,120,15
83,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,2774.0,83.375,120,15
83,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,2774.0,71.425,120,15
83,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,2774.0,114.31,120,15
83,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,2774.0,91.583,120,15
83,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,2774.0,64.96,120,15
83,interleaved_pw_neh_basin,0,8,PROBE_WINNER,2791.0,688.3008754248731,120,15
84,safe_0504_first_neh,1,6,neh_cp:safe_neh15,3637.0,147.886,120,20
84,safe_0504_first_neh,2,6,neh_cp:safe_neh20,3637.0,111.192,120,20
84,safe_0504_first_neh,3,6,neh_cp:safe_neh25,3637.0,152.93,120,20
84,safe_0504_first_neh,4,6,neh_cp:safe_neh30,3637.0,121.904,120,20
84,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,3617.0,252.43,120,20
84,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,3616.0,103.893,120,20
84,safe_0504_first_neh,0,6,PROBE_WINNER,3637.0,931.9525541407056,120,20
87,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,4220.0,75.206,160,15
87,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,4220.0,203.939,160,15
87,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,4219.0,126.679,160,15
87,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,4219.0,147.829,160,15
87,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,4219.0,119.672,160,15
87,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,4219.0,213.979,160,15
87,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,4219.0,183.369,160,15
87,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,4219.0,119.448,160,15
87,interleaved_pw_neh_basin,0,8,PROBE_WINNER,4229.0,1001.4156244760379,160,15
88,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,3716.0,271.848,160,20
88,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,3709.0,197.675,160,20
88,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,3709.0,285.781,160,20
88,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,3709.0,244.521,160,20
88,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,3699.0,216.164,160,20
88,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,3699.0,116.437,160,20
88,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,3735.0,1342.1233750646934,160,20
92,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,4448.0,250.165,200,20
92,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,4448.0,432.98,200,20
92,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,4448.0,126.139,200,20
92,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,4448.0,309.28,200,20
92,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,4440.0,264.498,200,20
92,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,4440.0,407.614,200,20
92,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,4440.0,357.142,200,20
92,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,4439.0,92.56,200,20
92,interleaved_pw_neh_basin,0,8,PROBE_WINNER,4468.0,1797.8997834436595,200,20
96,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,6180.0,593.221,240,20
96,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,6180.0,445.012,240,20
96,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,6180.0,610.997,240,20
96,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,6180.0,489.437,240,20
96,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,6176.0,272.938,240,20
96,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,6176.0,47.906,240,20
96,delayed_profile_first_neh,0,6,PROBE_WINNER,6186.0,2316.5086276554503,240,20
97,safe_0504_first_neh,1,6,neh_cp:safe_neh15,768.0,4.649,40,5
97,safe_0504_first_neh,2,6,neh_cp:safe_neh20,768.0,3.113,40,5
97,safe_0504_first_neh,3,6,neh_cp:safe_neh25,768.0,5.113,40,5
97,safe_0504_first_neh,4,6,neh_cp:safe_neh30,768.0,5.129,40,5
97,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,765.0,4.877,40,5
97,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,765.0,0.0,40,5
97,safe_0504_first_neh,0,6,PROBE_WINNER,768.0,31.762589706573635,40,5
98,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,1332.0,9.24,40,10
98,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,1323.0,6.18,40,10
98,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,1323.0,10.237,40,10
98,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,1323.0,10.204,40,10
98,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,1319.0,14.383,40,10
98,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,1317.0,11.461,40,10
98,delayed_profile_first_neh,0,6,PROBE_WINNER,1332.0,60.33209300879389,40,10
99,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,1339.0,13.932,40,15
99,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,1339.0,9.28,40,15
99,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,1329.0,15.325,40,15
99,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,1329.0,15.298,40,15
99,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,1329.0,18.238,40,15
99,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,1328.0,26.972,40,15
99,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,1339.0,86.21420058142394,40,15
100,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1647.0,15.185,40,20
100,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1642.0,12.41,40,20
100,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1620.0,20.376,40,20
100,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1620.0,20.373,40,20
100,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1615.0,70.241,40,20
100,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1613.0,34.338,40,20
100,cp_seeded_first_neh,0,6,PROBE_WINNER,1652.0,120.41287373751402,40,20
102,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,1689.0,37.115,80,10
102,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,1689.0,24.607,80,10
102,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,1685.0,40.802,80,10
102,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,1682.0,30.531,80,10
102,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,1671.0,74.439,80,10
102,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,1671.0,47.048,80,10
102,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,1692.0,252.9015969694592,80,10
103,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,2131.0,55.4,80,15
103,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,2131.0,36.972,80,15
103,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,2131.0,61.042,80,15
103,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,2131.0,45.77,80,15
103,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,2116.0,117.647,80,15
103,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,2116.0,42.957,80,15
103,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,2133.0,390.3191507519223,80,15
104,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,2359.0,73.874,80,20
104,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,2359.0,49.361,80,20
104,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,2359.0,81.572,80,20
104,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,2359.0,61.069,80,20
104,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,2353.0,121.314,80,20
104,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,2352.0,81.603,80,20
104,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,2359.0,521.3197645572945,80,20
107,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,3310.0,110.899,120,15
107,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,3310.0,83.379,120,15
107,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,3310.0,114.36,120,15
107,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,3310.0,91.568,120,15
107,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,3304.0,271.476,120,15
107,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,3303.0,120.691,120,15
107,delayed_profile_first_neh,0,6,PROBE_WINNER,3310.0,695.5538204205222,120,15
108,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,3658.0,147.778,120,20
108,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,3646.0,111.416,120,20
108,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,3646.0,153.299,120,20
108,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,3646.0,122.24,120,20
108,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,3616.0,158.501,120,20
108,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,3616.0,86.468,120,20
108,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,3658.0,931.7707695122808,120,20
111,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,3549.0,203.698,160,15
111,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,3549.0,148.543,160,15
111,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,3549.0,213.649,160,15
111,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,3549.0,183.995,160,15
111,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,3543.0,165.244,160,15
111,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,3543.0,117.554,160,15
111,cp_seeded_first_neh,0,6,PROBE_WINNER,3568.0,1001.2168772383593,160,15
112,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,3792.0,256.317,160,20
112,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,3792.0,197.735,160,20
112,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,3785.0,285.773,160,20
112,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,3781.0,245.058,160,20
112,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,3767.0,391.434,160,20
112,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,3767.0,115.547,160,20
112,cp_seeded_first_neh,0,6,PROBE_WINNER,3792.0,1358.6297346269712,160,20
116,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,4464.0,432.519,200,20
116,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,4464.0,309.271,200,20
116,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,4464.0,407.11,200,20
116,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,4464.0,357.32,200,20
116,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,4455.0,186.714,200,20
116,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,4455.0,156.381,200,20
116,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,4468.0,1805.8734525921755,200,20
120,safe_0504_first_neh,1,6,neh_cp:safe_neh15,6152.0,593.356,240,20
120,safe_0504_first_neh,2,6,neh_cp:safe_neh20,6152.0,444.91,240,20
120,safe_0504_first_neh,3,6,neh_cp:safe_neh25,6152.0,612.353,240,20
120,safe_0504_first_neh,4,6,neh_cp:safe_neh30,6152.0,489.32,240,20
120,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,6151.0,338.326,240,20
120,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,6151.0,0.003,240,20
120,safe_0504_first_neh,0,6,PROBE_WINNER,6152.0,2317.189256278798,240,20
121,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,888.0,4.659,40,5
121,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,888.0,3.078,40,5
121,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,888.0,5.099,40,5
121,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,888.0,5.084,40,5
121,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,887.0,2.365,40,5
121,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,887.0,1.749,40,5
121,cp_seeded_first_neh,0,6,PROBE_WINNER,889.0,31.066663140431046,40,5
122,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,1300.0,9.222,40,10
122,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,1300.0,6.198,40,10
122,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,1300.0,10.222,40,10
122,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,1300.0,10.178,40,10
122,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,1297.0,30.311,40,10
122,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,1297.0,7.136,40,10
122,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,1300.0,60.85455429088324,40,10
123,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,1226.0,26.637,40,15
123,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,1226.0,13.808,40,15
123,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,1225.0,20.048,40,15
123,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,1225.0,9.23,40,15
123,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,1219.0,58.613,40,15
123,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,1219.0,15.221,40,15
123,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,1219.0,15.255,40,15
123,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,1219.0,27.993,40,15
123,interleaved_pw_neh_basin,0,8,PROBE_WINNER,1235.0,89.45819022879004,40,15
124,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,1979.0,15.183,40,20
124,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,1979.0,12.416,40,20
124,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,1979.0,20.355,40,20
124,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,1979.0,20.563,40,20
124,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,1969.0,70.287,40,20
124,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,1969.0,28.694,40,20
124,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,1979.0,121.13065878022462,40,20
126,cp_seeded_first_neh,1,6,neh_cp:safe_neh15,1857.0,36.913,80,10
126,cp_seeded_first_neh,2,6,neh_cp:safe_neh20,1857.0,24.633,80,10
126,cp_seeded_first_neh,3,6,neh_cp:safe_neh25,1857.0,40.721,80,10
126,cp_seeded_first_neh,4,6,neh_cp:safe_neh30,1857.0,30.582,80,10
126,cp_seeded_first_neh,5,6,incremental_pw_cp:safe_pw005,1856.0,47.265,80,10
126,cp_seeded_first_neh,6,6,incremental_pw_cp:safe_pw010,1856.0,18.013,80,10
126,cp_seeded_first_neh,0,6,PROBE_WINNER,1857.0,258.22380970977247,80,10
127,delayed_profile_first_neh,1,6,neh_cp:safe_neh15,2027.0,55.493,80,15
127,delayed_profile_first_neh,2,6,neh_cp:safe_neh20,2027.0,36.935,80,15
127,delayed_profile_first_neh,3,6,neh_cp:safe_neh25,2027.0,61.378,80,15
127,delayed_profile_first_neh,4,6,neh_cp:safe_neh30,2027.0,45.769,80,15
127,delayed_profile_first_neh,5,6,incremental_pw_cp:safe_pw005,2022.0,80.16,80,15
127,delayed_profile_first_neh,6,6,incremental_pw_cp:safe_pw010,2022.0,64.404,80,15
127,delayed_profile_first_neh,0,6,PROBE_WINNER,2038.0,388.66322676325217,80,15
128,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,2401.0,74.238,80,20
128,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,2401.0,49.372,80,20
128,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,2401.0,81.625,80,20
128,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,2401.0,60.947,80,20
128,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,2398.0,89.536,80,20
128,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,2393.0,91.575,80,20
128,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,2401.0,517.7500316072255,80,20
131,retained_cp_sequence_first_neh,1,6,neh_cp:safe_neh15,3303.0,110.996,120,15
131,retained_cp_sequence_first_neh,2,6,neh_cp:safe_neh20,3303.0,83.15,120,15
131,retained_cp_sequence_first_neh,3,6,neh_cp:safe_neh25,3303.0,114.502,120,15
131,retained_cp_sequence_first_neh,4,6,neh_cp:safe_neh30,3303.0,91.632,120,15
131,retained_cp_sequence_first_neh,5,6,incremental_pw_cp:safe_pw005,3275.0,134.32,120,15
131,retained_cp_sequence_first_neh,6,6,incremental_pw_cp:safe_pw010,3275.0,59.504,120,15
131,retained_cp_sequence_first_neh,0,6,PROBE_WINNER,3303.0,698.8009500168264,120,15
132,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,3059.0,166.368,120,20
132,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,3059.0,136.959,120,20
132,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,3059.0,43.542,120,20
132,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,3059.0,110.707,120,20
132,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,3059.0,95.143,120,20
132,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,3059.0,152.622,120,20
132,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,3059.0,122.892,120,20
132,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,3059.0,86.74,120,20
132,interleaved_pw_neh_basin,0,8,PROBE_WINNER,3075.0,889.0051409951411,120,20
135,safe_0504_first_neh,1,6,neh_cp:safe_neh15,3476.0,203.958,160,15
135,safe_0504_first_neh,2,6,neh_cp:safe_neh20,3476.0,148.388,160,15
135,safe_0504_first_neh,3,6,neh_cp:safe_neh25,3476.0,214.063,160,15
135,safe_0504_first_neh,4,6,neh_cp:safe_neh30,3476.0,183.576,160,15
135,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,3452.0,185.062,160,15
135,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,3452.0,86.565,160,15
135,safe_0504_first_neh,0,6,PROBE_WINNER,3476.0,1009.0744024766609,160,15
136,safe_0504_first_neh,1,6,neh_cp:safe_neh15,3759.0,272.566,160,20
136,safe_0504_first_neh,2,6,neh_cp:safe_neh20,3759.0,197.933,160,20
136,safe_0504_first_neh,3,6,neh_cp:safe_neh25,3759.0,284.948,160,20
136,safe_0504_first_neh,4,6,neh_cp:safe_neh30,3759.0,243.867,160,20
136,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,3750.0,232.986,160,20
136,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,3748.0,228.378,160,20
136,safe_0504_first_neh,0,6,PROBE_WINNER,3759.0,1344.4202512390912,160,20
139,interleaved_pw_neh_basin,1,8,incremental_pw_cp:interleave_pw005_after_neh10,5586.0,10.198,200,15
139,interleaved_pw_neh_basin,2,8,neh_cp:safe_neh15,5586.0,323.93,200,15
139,interleaved_pw_neh_basin,3,8,incremental_pw_cp:interleave_pw006_after_neh15,5586.0,13.336,200,15
139,interleaved_pw_neh_basin,4,8,neh_cp:safe_neh20,5586.0,231.57,200,15
139,interleaved_pw_neh_basin,5,8,incremental_pw_cp:interleave_pw008_after_neh20,5586.0,50.519,200,15
139,interleaved_pw_neh_basin,6,8,neh_cp:safe_neh25,5586.0,306.251,200,15
139,interleaved_pw_neh_basin,7,8,neh_cp:safe_neh30,5586.0,267.293,200,15
139,interleaved_pw_neh_basin,8,8,incremental_pw_cp:safe_pw010,5586.0,71.561,200,15
139,interleaved_pw_neh_basin,0,8,PROBE_WINNER,5586.0,1322.7317438591272,200,15
140,safe_0504_first_neh,1,6,neh_cp:safe_neh15,4477.0,432.17,200,20
140,safe_0504_first_neh,2,6,neh_cp:safe_neh20,4476.0,309.184,200,20
140,safe_0504_first_neh,3,6,neh_cp:safe_neh25,4476.0,406.731,200,20
140,safe_0504_first_neh,4,6,neh_cp:safe_neh30,4476.0,358.367,200,20
140,safe_0504_first_neh,5,6,incremental_pw_cp:safe_pw005,4475.0,548.356,200,20
140,safe_0504_first_neh,6,6,incremental_pw_cp:safe_pw010,4475.0,136.095,200,20
140,safe_0504_first_neh,0,6,PROBE_WINNER,4477.0,1809.516084392555,200,20
